"Season","League","BBRef_Team_Name","BBRef_Team_Abbreviation","Current_BBRef_Team_Name","Current_BBRef_Team_Abbreviation","ESPN_Current_Link_ID","NBA_Current_Link_ID","Spotrac_Current_Link_ID"
2019,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
2018,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
2017,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
2016,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
2015,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
2014,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
2013,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
2012,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
2011,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
2010,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
2009,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
2008,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
2007,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
2006,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
2005,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
2004,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
2003,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
2002,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
2001,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
2000,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1999,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1998,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1997,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1996,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1995,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1994,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1993,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1992,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1991,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1990,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1989,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1988,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1987,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1986,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1985,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1984,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1983,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1982,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1981,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1980,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1979,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1978,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1977,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1976,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1975,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1974,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1973,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1972,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1971,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1970,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1969,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1968,"NBA","Atlanta Hawks","ATL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1967,"NBA","St. Louis Hawks","STL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1966,"NBA","St. Louis Hawks","STL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1965,"NBA","St. Louis Hawks","STL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1964,"NBA","St. Louis Hawks","STL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1963,"NBA","St. Louis Hawks","STL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1962,"NBA","St. Louis Hawks","STL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1961,"NBA","St. Louis Hawks","STL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1960,"NBA","St. Louis Hawks","STL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1959,"NBA","St. Louis Hawks","STL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1958,"NBA","St. Louis Hawks","STL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1957,"NBA","St. Louis Hawks","STL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1956,"NBA","St. Louis Hawks","STL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1955,"NBA","St. Louis Hawks","STL","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1954,"NBA","Milwaukee Hawks","MLH","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1953,"NBA","Milwaukee Hawks","MLH","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1952,"NBA","Milwaukee Hawks","MLH","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1951,"NBA","Milwaukee Hawks","MLH","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1950,"NBA","Tri-Cities Blackhawks","TRI","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
1949,"NBA","Tri-Cities Blackhawks","TRI","Atlanta Hawks","ATL","ATL",1610612737,"atlanta-hawks"
2019,"NBA","Brooklyn Nets","BRK","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
2018,"NBA","Brooklyn Nets","BRK","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
2017,"NBA","Brooklyn Nets","BRK","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
2016,"NBA","Brooklyn Nets","BRK","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
2015,"NBA","Brooklyn Nets","BRK","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
2014,"NBA","Brooklyn Nets","BRK","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
2013,"NBA","Brooklyn Nets","BRK","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
2012,"NBA","Brooklyn Nets","BRK","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
2011,"NBA","New Jersey Nets","NJN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
2010,"NBA","New Jersey Nets","NJN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
2009,"NBA","New Jersey Nets","NJN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
2008,"NBA","New Jersey Nets","NJN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
2007,"NBA","New Jersey Nets","NJN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
2006,"NBA","New Jersey Nets","NJN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
2005,"NBA","New Jersey Nets","NJN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
2004,"NBA","New Jersey Nets","NJN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
2003,"NBA","New Jersey Nets","NJN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
2002,"NBA","New Jersey Nets","NJN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
2001,"NBA","New Jersey Nets","NJN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
2000,"NBA","New Jersey Nets","NJN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
1999,"NBA","New Jersey Nets","NJN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
1998,"NBA","New Jersey Nets","NJN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
1997,"NBA","New Jersey Nets","NJN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
1996,"NBA","New Jersey Nets","NJN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
1995,"NBA","New Jersey Nets","NJN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
1994,"NBA","New Jersey Nets","NJN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
1993,"NBA","New Jersey Nets","NJN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
1992,"NBA","New Jersey Nets","NJN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
1991,"NBA","New Jersey Nets","NJN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
1990,"NBA","New Jersey Nets","NJN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
1989,"NBA","New Jersey Nets","NJN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
1988,"NBA","New Jersey Nets","NJN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
1987,"NBA","New Jersey Nets","NJN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
1986,"NBA","New Jersey Nets","NJN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
1985,"NBA","New Jersey Nets","NJN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
1984,"NBA","New Jersey Nets","NJN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
1983,"NBA","New Jersey Nets","NJN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
1982,"NBA","New Jersey Nets","NJN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
1981,"NBA","New Jersey Nets","NJN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
1980,"NBA","New Jersey Nets","NJN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
1979,"NBA","New Jersey Nets","NJN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
1978,"NBA","New Jersey Nets","NJN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
1977,"NBA","New Jersey Nets","NJN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
1976,"NBA","New York Nets","NYN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
1975,"ABA","New York Nets","NYN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
1974,"ABA","New York Nets","NYN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
1973,"ABA","New York Nets","NYN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
1972,"ABA","New York Nets","NYN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
1971,"ABA","New York Nets","NYN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
1970,"ABA","New York Nets","NYN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
1969,"ABA","New York Nets","NYN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
1968,"ABA","New York Nets","NYN","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
1967,"ABA","New Jersey Americans","NJA","Brooklyn Nets","BRK","BKN",1610612751,"brooklyn-nets"
2019,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
2018,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
2017,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
2016,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
2015,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
2014,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
2013,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
2012,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
2011,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
2010,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
2009,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
2008,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
2007,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
2006,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
2005,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
2004,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
2003,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
2002,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
2001,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
2000,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1999,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1998,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1997,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1996,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1995,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1994,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1993,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1992,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1991,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1990,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1989,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1988,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1987,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1986,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1985,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1984,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1983,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1982,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1981,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1980,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1979,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1978,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1977,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1976,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1975,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1974,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1973,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1972,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1971,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1970,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1969,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1968,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1967,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1966,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1965,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1964,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1963,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1962,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1961,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1960,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1959,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1958,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1957,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1956,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1955,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1954,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1953,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1952,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1951,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1950,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1949,"NBA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1948,"BAA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1947,"BAA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
1946,"BAA","Boston Celtics","BOS","Boston Celtics","BOS","BOS",1610612738,"boston-celtics"
2019,"NBA","Charlotte Hornets","CHA","Charlotte Hornets","CHA","CHA",1610612766,"charlotte-hornets"
2018,"NBA","Charlotte Hornets","CHA","Charlotte Hornets","CHA","CHA",1610612766,"charlotte-hornets"
2017,"NBA","Charlotte Hornets","CHA","Charlotte Hornets","CHA","CHA",1610612766,"charlotte-hornets"
2016,"NBA","Charlotte Hornets","CHA","Charlotte Hornets","CHA","CHA",1610612766,"charlotte-hornets"
2015,"NBA","Charlotte Hornets","CHA","Charlotte Hornets","CHA","CHA",1610612766,"charlotte-hornets"
2014,"NBA","Charlotte Hornets","CHA","Charlotte Hornets","CHA","CHA",1610612766,"charlotte-hornets"
2013,"NBA","Charlotte Bobcats","CHA","Charlotte Hornets","CHA","CHA",1610612766,"charlotte-hornets"
2012,"NBA","Charlotte Bobcats","CHA","Charlotte Hornets","CHA","CHA",1610612766,"charlotte-hornets"
2011,"NBA","Charlotte Bobcats","CHA","Charlotte Hornets","CHA","CHA",1610612766,"charlotte-hornets"
2010,"NBA","Charlotte Bobcats","CHA","Charlotte Hornets","CHA","CHA",1610612766,"charlotte-hornets"
2009,"NBA","Charlotte Bobcats","CHA","Charlotte Hornets","CHA","CHA",1610612766,"charlotte-hornets"
2008,"NBA","Charlotte Bobcats","CHA","Charlotte Hornets","CHA","CHA",1610612766,"charlotte-hornets"
2007,"NBA","Charlotte Bobcats","CHA","Charlotte Hornets","CHA","CHA",1610612766,"charlotte-hornets"
2006,"NBA","Charlotte Bobcats","CHA","Charlotte Hornets","CHA","CHA",1610612766,"charlotte-hornets"
2005,"NBA","Charlotte Bobcats","CHA","Charlotte Hornets","CHA","CHA",1610612766,"charlotte-hornets"
2004,"NBA","Charlotte Bobcats","CHA","Charlotte Hornets","CHA","CHA",1610612766,"charlotte-hornets"
2003,"NBA","Charlotte Hornets","CHA","Charlotte Hornets","CHA","CHA",1610612766,"charlotte-hornets"
2002,"NBA","Charlotte Hornets","CHA","Charlotte Hornets","CHA","CHA",1610612766,"charlotte-hornets"
2001,"NBA","Charlotte Hornets","CHA","Charlotte Hornets","CHA","CHA",1610612766,"charlotte-hornets"
2000,"NBA","Charlotte Hornets","CHA","Charlotte Hornets","CHA","CHA",1610612766,"charlotte-hornets"
1999,"NBA","Charlotte Hornets","CHA","Charlotte Hornets","CHA","CHA",1610612766,"charlotte-hornets"
1998,"NBA","Charlotte Hornets","CHA","Charlotte Hornets","CHA","CHA",1610612766,"charlotte-hornets"
1997,"NBA","Charlotte Hornets","CHA","Charlotte Hornets","CHA","CHA",1610612766,"charlotte-hornets"
1996,"NBA","Charlotte Hornets","CHA","Charlotte Hornets","CHA","CHA",1610612766,"charlotte-hornets"
1995,"NBA","Charlotte Hornets","CHA","Charlotte Hornets","CHA","CHA",1610612766,"charlotte-hornets"
1994,"NBA","Charlotte Hornets","CHA","Charlotte Hornets","CHA","CHA",1610612766,"charlotte-hornets"
1993,"NBA","Charlotte Hornets","CHA","Charlotte Hornets","CHA","CHA",1610612766,"charlotte-hornets"
1992,"NBA","Charlotte Hornets","CHA","Charlotte Hornets","CHA","CHA",1610612766,"charlotte-hornets"
1991,"NBA","Charlotte Hornets","CHA","Charlotte Hornets","CHA","CHA",1610612766,"charlotte-hornets"
1990,"NBA","Charlotte Hornets","CHA","Charlotte Hornets","CHA","CHA",1610612766,"charlotte-hornets"
1989,"NBA","Charlotte Hornets","CHA","Charlotte Hornets","CHA","CHA",1610612766,"charlotte-hornets"
1988,"NBA","Charlotte Hornets","CHA","Charlotte Hornets","CHA","CHA",1610612766,"charlotte-hornets"
2019,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
2018,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
2017,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
2016,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
2015,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
2014,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
2013,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
2012,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
2011,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
2010,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
2009,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
2008,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
2007,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
2006,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
2005,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
2004,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
2003,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
2002,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
2001,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
2000,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
1999,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
1998,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
1997,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
1996,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
